comment,Sentiment,processed,sentiment_fix
保护保护保护,0,保护保护保护,0.5
?,0,无内容,0
确实，很烦的,0,确实很烦的,0
保护,0,保护,0
有没有可能是所谓的利好不够…,0,有没有可能是所谓的利好不够,0
遥遥领先,2,遥遥领先,1
但是23年估计暴涨了吧,2,但是23年估计暴涨了吧,0
我是理解不了都穷了还生孩子干嘛，从小打工去吗？,0,我是理解不了都穷了还生孩子干嘛从小打工去吗,1
遥遥领先,2,遥遥领先,1
还有政治统计学,2,还有政治统计学,1
除非产假一样,0,除非产假一样,0
周围好多女的30才结婚,2,周围好多女的30才结婚,0
没事的，平均一下还是很多的,2,没事的平均一下还是很多的,0
遥遥领先,2,遥遥领先,1
tmd怎么这么多，你们怎么干什么吃的,0,tmd怎么这么多你们怎么干什么吃的,0
如此甚好,2,如此甚好,0
过于真实,0,过于真实,0
你这数据有待更新啊，23年的也能拿来分析了,0,你这数据有待更新啊23年的也能拿来分析了,0
好,2,好,0
好,2,好,0
wc我爹也是这个头像,0,wc我爹也是这个头像,0
总结了下网友不结婚的原因，主要是女的怕死，男的怕破财，大家都有美好的未来,0,总结了下网友不结婚的原因主要是女的怕死男的怕破财大家都有美好的未来,0
还漏了一条，你要是比男方赚的钱多，还会说你不照顾男方自尊心呢,0,还漏了一条你要是比男方赚的钱多还会说你不照顾男方自尊心呢,0
真的快乐,0,真的快乐,0
非常快乐,0,非常快乐,0
只争朝夕,2,只争朝夕,0
钢丝玩家,2,钢丝玩家,0
遥遥领先,2,遥遥领先,1
好耶！,2,好耶,0
我不接受思想灌输！我有我的人生！,2,我不接受思想灌输我有我的人生,1
快乐,0,快乐,0
每一代都有这样的人，只不过慢慢的被磨没了性子，留下的人寥寥无几。比如我是80后，是个格格不入的人,0,每一代都有这样的人只不过慢慢的被磨没了性子留下的人寥寥无几比如我是80后是个格格不入的人,1
总有人以想当然的认为 来觉得这个人好矫情。,0,总有人以想当然的认为 来觉得这个人好矫情,0
笑死,0,笑死,0
“男女平等”,0,男女平等,0.5
那我还有两三年,2,那我还有两三年,0.5
简单概括为俩字：没钱！,0,简单概括为俩字没钱,0
少生优生，幸福一生,2,少生优生幸福一生,1
（以后）,2,以后,0
混乱的时候就知道男人的好处了,0,混乱的时候就知道男人的好处了,0
彩！,2,彩,1
是不是下一步让黑人来拱中国白菜了,0,是不是下一步让黑人来拱中国白菜了,0.5
确实,0,确实,0
你们结婚就好了 我看着,0,你们结婚就好了 我看着,0.5
我对我的下一代所做的帮助就是不让他来到这个世界,2,我对我的下一代所做的帮助就是不让他来到这个世界,1
人少了需求就少了 一样卷,0,人少了需求就少了 一样卷,0
各有本事,0,各有本事,0
各有长处,2,各有长处,0
好好好,0,好好好,0
保护,0,保护,0
支持支持，我只爱二次元，永远没有背叛,2,支持支持我只爱二次元永远没有背叛,0.5
其实男孩女孩都一样,2,其实男孩女孩都一样,1
躺平了,2,躺平了,0
《澄清》,2,澄清,0.5
必须投币以示敬意！！！！！！！！,2,必须投币以示敬意,0.5
还有这么多,2,还有这么多,0
我们的目标是星辰大海 也只能是,0,我们的目标是星辰大海 也只能是,0
其实听多了 一千多万呢,2,其实听多了 一千多万呢,0.5
潮汕90后表示只生一个,0,潮汕90后表示只生一个,0
而你，我的朋友，你是真正的勇士,2,而你我的朋友你是真正的勇士,0
是的,2,是的,0
非常快乐，我快乐我知道,0,非常快乐我快乐我知道,0
保护,0,保护,0
不错不错！,2,不错不错,1
继续加油！,2,继续加油,1
保护,0,保护,0
保护保护保护,0,保护保护保护,0.5
还是太多了,0,还是太多了,0
确实，是该等男人比较成熟了再结婚,0,确实是该等男人比较成熟了再结婚,1
快乐啊 当然快乐,0,快乐啊 当然快乐,0
清醒啊,0,清醒啊,1
快乐！！,0,快乐,0
退休年龄增大，基数不就变大了吗,0,退休年龄增大基数不就变大了吗,0.5
上班哪有时间恋爱，请个年假都不行,0,上班哪有时间恋爱请个年假都不行,0
我不会带孩子，所以我不打算让我的孩子受我的苦，就算是我为了他她好,0,我不会带孩子所以我不打算让我的孩子受我的苦就算是我为了他她好,1
保护,0,保护,0
保护,0,保护,0
保护,0,保护,0
不知道，但是结婚生娃我肯定不快乐,0,不知道但是结婚生娃我肯定不快乐,0
保护,0,保护,0
只说女方观点？？？男的不也一样？？？,0,只说女方观点男的不也一样,0
保护,0,保护,0
好耶,2,好耶,0
结婚烦恼更多,2,结婚烦恼更多,0.5
保护,0,保护,0
那也群众的眼睛必然是雪亮的嘛,2,那也群众的眼睛必然是雪亮的嘛,0
妈耶，我妈就是这么过来的,0,妈耶我妈就是这么过来的,0
上学还是卷，好学校会降低招生人数的,2,上学还是卷好学校会降低招生人数的,1
那可太快乐了,0,那可太快乐了,0
真的勇,2,真的勇,1
保护,0,保护,0
保护,0,保护,0
这么快的发展速度是有代价的,2,这么快的发展速度是有代价的,1
好好好,0,好好好,0
那是相当的快乐,0,那是相当的快乐,0
可以说相当快乐了,0,可以说相当快乐了,0
别人我不知道，在我这里那是相当快乐的,0,别人我不知道在我这里那是相当快乐的,0
本来就是！别的不说，结婚生育女方能得到什么好处？反观男方呢？,0,本来就是别的不说结婚生育女方能得到什么好处反观男方呢,0
这不挺好吗，省得总说中国人多消耗地球资源多,0,这不挺好吗省得总说中国人多消耗地球资源多,1
不结婚这世界都变得更美好了,2,不结婚这世界都变得更美好了,1
大喜！！！！,2,大喜,0.5
哈哈哈哈哈,2,哈哈哈哈哈,0.5
真凌晨去医院，你就明白 疼痛不会死。但会累积愤怒,0,真凌晨去医院你就明白 疼痛不会死但会累积愤怒,0
(≧?≦)/,0,无内容,0
三孩还有啊！,1,三孩还有啊,0
医院急诊室？他比我累多少？挣的比我多多少？,0,医院急诊室他比我累多少挣的比我多多少,0
无论怎么选都会后悔,0,无论怎么选都会后悔,0
没有爱情（钱）的婚姻,0,没有爱情钱的婚姻,0.5
苦难可以强大自身不代表一定要主动追寻苦难，世界上不只有苦难一种途径可以使我们强大,2,苦难可以强大自身不代表一定要主动追寻苦难世界上不只有苦难一种途径可以使我们强大,1
除非国家帮我养孩子，不然真的无法生,0,除非国家帮我养孩子不然真的无法生,1
单身的快乐？别傻了，那是相当快乐,0,单身的快乐别傻了那是相当快乐,0
笑死了，，，,0,笑死了,0
笑，，,2,笑,0
保护,0,保护,0
宗族观念越深的地区生男孩的欲望越强,2,宗族观念越深的地区生男孩的欲望越强,1
我05的，我真的觉得男女都一样，何必非要男孩,0,我05的我真的觉得男女都一样何必非要男孩,1
投币了,0,投币了,0
保护,0,保护,0
个人感觉，我真快乐哈哈哈,0,个人感觉我真快乐哈哈哈,0
保护,0,保护,0
美化痛苦就会一直痛苦，痛苦就是痛苦,0,美化痛苦就会一直痛苦痛苦就是痛苦,1
还有那么多对啊？,0,还有那么多对啊,0
不，明年应该会多，盼着明年龙年生孩子,0,不明年应该会多盼着明年龙年生孩子,1
双休都没保障,0,双休都没保障,0
漂亮,2,漂亮,0.5
对,2,对,0
哈哈哈哈,2,哈哈哈哈,0.5
快乐,0,快乐,0
保护 让某些男拳举报去吧 ,0,保护 让某些男拳举报去吧 ,0
保护,0,保护,0
有些男的真的敏感得让人想笑了，客观阐述一下又觉得是对立了,0,有些男的真的敏感得让人想笑了客观阐述一下又觉得是对立了,1
生什么有用，前面几个逗比,0,生什么有用前面几个逗比,0
真实….这就是我不结婚的原因,2,真实这就是我不结婚的原因,0
保护,0,保护,0
《泱泱华夏》,2,泱泱华夏,0
保护,0,保护,0
哥们反倒希望以后如果有结婚的话最好来个女儿，不想要男孩,2,哥们反倒希望以后如果有结婚的话最好来个女儿不想要男孩,0.5
收入和生活成本,2,收入和生活成本,1
可怕,0,可怕,0
是砖家,0,是砖家,0
事实如此！,0,事实如此,0
好！,2,好,0
是潮汕地区,2,是潮汕地区,0
自己都养不起，拿什么养孩子？,0,自己都养不起拿什么养孩子,0.5
保护,0,保护,0
为什么彩礼房钱车钱全要男方出,0,为什么彩礼房钱车钱全要男方出,0.5
我是真的快乐,0,我是真的快乐,0
五百万是我最后的倔强,0,五百万是我最后的倔强,0
我女鹅的镭射包,2,我女鹅的镭射包,0
一个字:赢,2,一个字赢,0
就是现在国内各种对立，也包括年龄对立，好像同龄人都一样似的,2,就是现在国内各种对立也包括年龄对立好像同龄人都一样似的,1
学校才是最好的赚钱企业,2,学校才是最好的赚钱企业,1
确实,0,确实,0
我快不快乐，清不清醒和你们也没啥关系，管好你自己,0,我快不快乐清不清醒和你们也没啥关系管好你自己,0
保护,0,保护,0
你没有未来,2,你没有未来,1
遥遥领先,2,遥遥领先,1
好好好,0,好好好,0
80后？80后都奔五了还折腾什么呢！,0,80后80后都奔五了还折腾什么呢,0
太真實了,0,太真實了,0
人间清醒！,2,人间清醒,1
别说了别说了,0,别说了别说了,0
烦死了，我考上大学研究生可不是为了这些,0,烦死了我考上大学研究生可不是为了这些,0.5
快乐啊！想吃啥就吃啥，想通宵就通宵！,0,快乐啊想吃啥就吃啥想通宵就通宵,0
才？,0,才,0
3,2,3,0
好,2,好,0
怎么还这么多,0,怎么还这么多,0
不管你们，我反正是不结婚的！,0,不管你们我反正是不结婚的,0
保护,0,保护,0
怎么说都有理就对了,0,怎么说都有理就对了,0
这是真的，去旅游40多岁姐姐是文盲，没上过学那种,0,这是真的去旅游40多岁姐姐是文盲没上过学那种,0
保护,0,保护,0
ip正确,2,ip正确,0.5
保护,0,保护,0
真的很快乐,0,真的很快乐,0
这就是我,2,这就是我,0
完全不想,0,完全不想,0
自己都过不好，要孩子干嘛呢？,0,自己都过不好要孩子干嘛呢,0
据快乐,0,据快乐,0
当下是快乐就足够了,0,当下是快乐就足够了,0
我姐都俩孩子了，我都没结婚,0,我姐都俩孩子了我都没结婚,0
保护,0,保护,0
《凑个好字》,2,凑个好字,0.5
6 畸形的性别比,2,6 畸形的性别比,0
好啊多降点,2,好啊多降点,0.5
难道不是吗？？？,0,难道不是吗,0
。。。,0,无内容,0
对,2,对,0
离婚两年不想再结,0,离婚两年不想再结,0
年轻男人,2,年轻男人,0.5
好好好,0,好好好,0
当然是清醒了,2,当然是清醒了,1
6666,2,6666,0
我做建材销售的今年换了三家公司了领证何止激烈,0,我做建材销售的今年换了三家公司了领证何止激烈,0
没钱什么都不对,0,没钱什么都不对,0
最后一期,2,最后一期,0
今天必须关注，不关注首页都不给我推了,2,今天必须关注不关注首页都不给我推了,0
你是什么成分？？？,0,你是什么成分,0
保护,0,保护,0
我，男，30岁，未婚,2,我男30岁未婚,0.5
快乐,0,快乐,0
00后还没出手呢,0,00后还没出手呢,0
目前看来比结婚快乐,0,目前看来比结婚快乐,0
我相反，反而更喜欢女孩,2,我相反反而更喜欢女孩,1
那可谓是相当快乐,0,那可谓是相当快乐,0
没错是每“个人”的想法,2,没错是每个人的想法,0.5
感谢博主愿意为我们付出真正的心里话,2,感谢博主愿意为我们付出真正的心里话,1
那可是相当快乐,0,那可是相当快乐,0
难道不是？,0,难道不是,0
幽默,2,幽默,0
好好好,0,好好好,0
谢谢你这么夸我，但我不配,2,谢谢你这么夸我但我不配,0.5
前边的 五百万哪够阿,0,前边的 五百万哪够阿,0
漂亮,2,漂亮,0.5
我听说内卷是因为人多，所以挺开心的,2,我听说内卷是因为人多所以挺开心的,0.5
有没有想过这种想法是怎么形成了，日本的年轻人在二十年前是不是也这么想的,0,有没有想过这种想法是怎么形成了日本的年轻人在二十年前是不是也这么想的,1
很快乐,0,很快乐,0
就要女孩,2,就要女孩,0.5
不不不 看看有娃up 一个接一个的生,1,不不不 看看有娃up 一个接一个的生,0
加油,2,加油,1
加油,2,加油,1
医疗养老教育住房,2,医疗养老教育住房,1
？,0,无内容,0
保护,0,保护,0
有没有可能真的是没安好心呢？？,0,有没有可能真的是没安好心呢,0
好好好,0,好好好,0
哈哈哈哈哈哈哈,2,哈哈哈哈哈哈哈,1
我是人，不是人口,0,我是人不是人口,0
快乐,0,快乐,0
别找补谢谢,2,别找补谢谢,0
居然还有这么多,0,居然还有这么多,0
保护,0,保护,0
我为什么要去，我都已经累了，难道不该休息吗？去看看别人的人生比我更难过吗？这不会得到安慰,0,我为什么要去我都已经累了难道不该休息吗去看看别人的人生比我更难过吗这不会得到安慰,0
UP忘记了子女教育成本这个大头,2,UP忘记了子女教育成本这个大头,1
00后真不能怪吧，高中之前不让早恋，大学疫情隔绝3年，刚毕业就说结婚，就是让鹰学飞都没这么快的,0,00后真不能怪吧高中之前不让早恋大学疫情隔绝3年刚毕业就说结婚就是让鹰学飞都没这么快的,0.5
叫几个好兄弟一起住天天打游戏我快乐的很,0,叫几个好兄弟一起住天天打游戏我快乐的很,0
还有这么多,2,还有这么多,0
呵呵，想多了吧，不卷了？,0,呵呵想多了吧不卷了,0
除非年轻一代真的有余钱、有余力去养活孩子，孩子自己也不用互相卷,0,除非年轻一代真的有余钱有余力去养活孩子孩子自己也不用互相卷,1
清醒的糊涂,0,清醒的糊涂,0.5
不用管别人说，就看自己喜不喜欢,0,不用管别人说就看自己喜不喜欢,0
砖家,0,砖家,0
开始正题了，夹带私货牛阿,2,开始正题了夹带私货牛阿,0.5
就是没安好心,0,就是没安好心,0
2013谐音是爱你一生 所以2013和2014超多人结婚,2,2013谐音是爱你一生 所以2013和2014超多人结婚,1
？？？？？你咋不说男的婚后状况呢,0,你咋不说男的婚后状况呢,0
无比快乐，想买什么买什么想玩什么玩什么,0,无比快乐想买什么买什么想玩什么玩什么,0
棒,2,棒,1
保护,0,保护,0
平均30 哈哈哈哈,2,平均30 哈哈哈哈,0.5
好好好,0,好好好,0
不容乐观,0,不容乐观,0
真的,0,真的,0
保护,0,保护,0
大学生毕业饭都吃不上，拿什么结婚啊（悲,0,大学生毕业饭都吃不上拿什么结婚啊悲,1
保护,0,保护,0
还是很多啊,2,还是很多啊,0
快乐,0,快乐,0
保护,0,保护,0
不找事，当然快乐,0,不找事当然快乐,0
任何快乐都是短暂的,0,任何快乐都是短暂的,0
快樂,2,快樂,0.5
好好好,0,好好好,0
说太有道理了这些！,0,说太有道理了这些,0
年轻人清醒了,2,年轻人清醒了,1
放下个人素质，享受缺德人生。,2,放下个人素质享受缺德人生,0.5
精英教育好个屁，优化职业教育才是出路,0,精英教育好个屁优化职业教育才是出路,1
这点不同意，自己不想背负，大大方方说自己不愿意就好，也没人怪你,0,这点不同意自己不想背负大大方方说自己不愿意就好也没人怪你,0
明显生女孩好,2,明显生女孩好,0.5
但是反击没什么用，你同样改变不了别人,0,但是反击没什么用你同样改变不了别人,0
韩国很恐怖，幼儿变成稀有动物，幼儿园小学大批0生源而关门,0,韩国很恐怖幼儿变成稀有动物幼儿园小学大批0生源而关门,0
没面包拿什么结婚过柴米油盐,0,没面包拿什么结婚过柴米油盐,0.5
太多了,0,太多了,0
保护,0,保护,0
至少我现在很快乐，以后的事交给以后的我去想，也有可能活不到以后啊,0,至少我现在很快乐以后的事交给以后的我去想也有可能活不到以后啊,0
撕裂我……,2,撕裂我,0.5
快乐啊，没人催就更快乐了,0,快乐啊没人催就更快乐了,0
与其说是信任危机不如说是人性意识提高吧,0,与其说是信任危机不如说是人性意识提高吧,1
哈哈哈哈这些男的要找不到老婆,2,哈哈哈哈这些男的要找不到老婆,0.5
我也是这么看的,2,我也是这么看的,0
女士，你也不想生个打螺丝的孩子吧,0,女士你也不想生个打螺丝的孩子吧,0
这才是真正的红利,2,这才是真正的红利,0
这不是个体考虑的问题,0,这不是个体考虑的问题,0
怎么就没男的呢，孩子不教育工作不平衡默认自己赛博人？,0,怎么就没男的呢孩子不教育工作不平衡默认自己赛博人,0.5
最后一期,2,最后一期,0
人口一旦负增长，就是无解，自古皆是,1,人口一旦负增长就是无解自古皆是,0.5
怎么这么高，好好好，蒸蒸日上,0,怎么这么高好好好蒸蒸日上,0.5
他nnd女儿小时候贴心，嫁了人胳膊肘就向外拐,2,他nnd女儿小时候贴心嫁了人胳膊肘就向外拐,1
快乐！！！,0,快乐,0
不正常吗这年龄 再早点心智都还没成熟,0,不正常吗这年龄 再早点心智都还没成熟,0.5
确实只是个人看法,0,确实只是个人看法,0.5
我的快乐你想象不到,0,我的快乐你想象不到,0
这么多多多多,2,这么多多多多,0
只有,0,只有,0
难道不是吗？,0,难道不是吗,0
很多工厂和部分单位根本不要女性，但招聘不能直接说，投的简历一看就丢,0,很多工厂和部分单位根本不要女性但招聘不能直接说投的简历一看就丢,0
一人吃饱 全家不饿,2,一人吃饱 全家不饿,0
加油,2,加油,1
保护,0,保护,0
好好好,0,好好好,0
现在清华北大的有的都找不到工作,2,现在清华北大的有的都找不到工作,0
非常快乐,0,非常快乐,0
一个人钱是真的够用,2,一个人钱是真的够用,0
一点要的话，要清醒的痛苦不要麻木,0,一点要的话要清醒的痛苦不要麻木,1
赢！,2,赢,0
2022疫情，主要得看今年结婚,2,2022疫情主要得看今年结婚,0
应该找个异性搭子,0,应该找个异性搭子,0
婚姻得不到保障,2,婚姻得不到保障,0.5
真的快乐,0,真的快乐,0
跟我一样一样的,2,跟我一样一样的,0
哈哈哈哈,2,哈哈哈哈,0.5
过得好不好我自己还不清楚吗,0,过得好不好我自己还不清楚吗,0
可不单单是知乎，贴吧也一样,0,可不单单是知乎贴吧也一样,0
自我安慰罢了，背后全是焦虑,0,自我安慰罢了背后全是焦虑,1
ip正确（乐）,2,ip正确乐,0.5
996没空,2,996没空,0
保护,0,保护,0
没钱你能干啥？,0,没钱你能干啥,0
先养活自己和家人先吧,0,先养活自己和家人先吧,0.5
交给00后,2,交给00后,0
太多了吧,0,太多了吧,0
到底是鸭脖还是牛肉？？？,0,到底是鸭脖还是牛肉,0
但是苦难是不可避免的，是能让人清醒的，苦难是有价值的,1,但是苦难是不可避免的是能让人清醒的苦难是有价值的,1
保护,0,保护,0
确实,0,确实,0
结婚做什么，踏进另一个牢笼吗,0,结婚做什么踏进另一个牢笼吗,0
保护！,0,保护,0
还有空间，不要方,0,还有空间不要方,0
我不快乐，但是我没办法，,0,我不快乐但是我没办法,0
真的快乐,0,真的快乐,0
好的,2,好的,0
保护,0,保护,0
三连有了！！！,2,三连有了,0
对的,2,对的,0
相当清醒,2,相当清醒,1
88的丁克,2,88的丁克,0
说的没错,2,说的没错,0
生存压力是主要原因,0,生存压力是主要原因,0.5
这就不用你操心了，清醒的选择，自作自受的开心,2,这就不用你操心了清醒的选择自作自受的开心,1
大学毕业生越来越多了23333,2,大学毕业生越来越多了23333,1
90后，想想自己结婚那会。30w,0,90后想想自己结婚那会30w,0
保护,0,保护,0
什么事人口素质在提高,0,什么事人口素质在提高,0
肯定不快乐，否则不会到处去共情,0,肯定不快乐否则不会到处去共情,0
整天发兰博基尼5块优惠卷,0,整天发兰博基尼5块优惠卷,0
下载下载,2,下载下载,0
广东只有潮汕好吧,0,广东只有潮汕好吧,0
但是产科关停不是什么好事，这种情况医学生未来选择妇产科的意愿下降，那么妇产科医生的水平也会相应下降,0,但是产科关停不是什么好事这种情况医学生未来选择妇产科的意愿下降那么妇产科医生的水平也会相应下降,0
乐死我了每天做梦都是笑醒的。,2,乐死我了每天做梦都是笑醒的,0
h,2,h,0
真的快乐,0,真的快乐,0
我妹91年的，3个孩子，也不是80后呀,0,我妹91年的3个孩子也不是80后呀,0
肉夹馍,2,肉夹馍,0
jjs,2,jjs,0
保护,0,保护,0
我们西南小县城 人手一个二孩 老大都大学了,2,我们西南小县城 人手一个二孩 老大都大学了,0
保护,0,保护,0
我也是这么想的,2,我也是这么想的,0
的确,2,的确,0
乐不思蜀,2,乐不思蜀,0
吃瓜到老家,2,吃瓜到老家,0.5
人的商品化,2,人的商品化,0
没毛病,0,没毛病,0
哈？？,0,哈,0
生男生女都一样要消费，到底是哪里觉得生女可以少花一点?真的很好笑啊,0,生男生女都一样要消费到底是哪里觉得生女可以少花一点真的很好笑啊,0
过了，并不想,0,过了并不想,0
解读成？？事实如此阿好嘛！！,0,解读成事实如此阿好嘛,0.5
潮汕人表示是真的,1,潮汕人表示是真的,0
挺好的,2,挺好的,0.5
快乐，相当快乐，自己赚钱自己活，有什么不快乐的,0,快乐相当快乐自己赚钱自己活有什么不快乐的,0
我会在不快乐和佷不快乐之间选者前者,0,我会在不快乐和佷不快乐之间选者前者,0
既然你这么说，你累了你为什么不去休息？,0,既然你这么说你累了你为什么不去休息,0
好好好,0,好好好,0
我们家这边根本,2,我们家这边根本,0
太快乐了,0,太快乐了,0
保护,0,保护,0
我有得选择吗？,0,我有得选择吗,0
保护,0,保护,0
我觉得人赤裸裸的来，就该赤裸裸的走，人本来就是孤独的生物,2,我觉得人赤裸裸的来就该赤裸裸的走人本来就是孤独的生物,1
广州的月子中心，一年比一年贵了。。,2,广州的月子中心一年比一年贵了,0
七百万,2,七百万,0
哈,2,哈,0
哈,2,哈,0
保护,0,保护,0
这很好,2,这很好,0.5
动起来动起来,2,动起来动起来,0
82年的单身男，单身真的很自由很快乐,0,82年的单身男单身真的很自由很快乐,0
快乐,0,快乐,0
晚上就不快乐了,0,晚上就不快乐了,0
说快乐有几个有能力的？,0,说快乐有几个有能力的,0
那是没有快乐所以我快乐而已,0,那是没有快乐所以我快乐而已,0
是我,2,是我,0
请叫我单身贵族,0,请叫我单身贵族,0
快乐的很,0,快乐的很,0
这话问得，应该问孤独终老快乐吗？,0,这话问得应该问孤独终老快乐吗,0
怎么解决心理生理问题？,0,怎么解决心理生理问题,0.5
那可太快乐了,0,那可太快乐了,0
说就说呗毕竟对方几栋房doge,0,说就说呗毕竟对方几栋房doge,0
我养条狗都比养娃快乐,0,我养条狗都比养娃快乐,0
不后悔,2,不后悔,0
远的我不说  现在我是相当嗨皮的想吃吃想喝喝,2,远的我不说  现在我是相当嗨皮的想吃吃想喝喝,0
我想说：不是我不想结婚！是没人愿意跟我结婚,0,我想说不是我不想结婚是没人愿意跟我结婚,0
保护,0,保护,0
平常上网刷视频。。。看得我一激灵，后面怎么没有广告？,0,平常上网刷视频看得我一激灵后面怎么没有广告,0
要不然呢？,0,要不然呢,0
年轻人也是一个群体，这些事不是一个人干的，有的年轻人啥也没干。,0,年轻人也是一个群体这些事不是一个人干的有的年轻人啥也没干,1
666,1,666,0
不经娃同意生他来世上挨卷受罪,0,不经娃同意生他来世上挨卷受罪,0
还不够,0,还不够,0
这种事不需要担心，见证就可以,2,这种事不需要担心见证就可以,0
至少我当下很快乐,0,至少我当下很快乐,0
真快乐,0,真快乐,0
确实,0,确实,0
是真的快乐,0,是真的快乐,0
真的不要太快乐好嘛！！！,0,真的不要太快乐好嘛,0
养不起,0,养不起,0
八百万太多了，一二百万就不错,2,八百万太多了一二百万就不错,0.5
毒鸡汤,2,毒鸡汤,0
没钱而已,0,没钱而已,0
说的是女的吧,0,说的是女的吧,0
没急，嫌多了,0,没急嫌多了,0.5
保护,0,保护,0
保护,0,保护,0
保护,0,保护,0
淳平（幻视）,2,淳平幻视,0
觉醒年代,2,觉醒年代,0
还是挺高的啊 哪有这么夸张...,2,还是挺高的啊 哪有这么夸张,0.5
保护,0,保护,0
风险,0,风险,0
我不想劳动,0,我不想劳动,0.5
自己过日子真的不要太舒服,0,自己过日子真的不要太舒服,0.5
好的很，支持。是时候改变了,2,好的很支持是时候改变了,1
快乐,0,快乐,0
保护,0,保护,0
时代在发展，社会在进步，人的思想要革新,1,时代在发展社会在进步人的思想要革新,1
结婚是选择，不是义务。,0,结婚是选择不是义务,0
时间会证明一切,2,时间会证明一切,0
哈哈哈哈哈,2,哈哈哈哈哈,0.5
好！不要生才好,2,好不要生才好,0
年轻人活的通透！,2,年轻人活的通透,0.5
结了婚天天想死，离婚之后快乐得要命,0,结了婚天天想死离婚之后快乐得要命,0
太慢了,0,太慢了,0
准备要个女孩，但又怕再来一个男孩,0,准备要个女孩但又怕再来一个男孩,1
788w,2,788w,0
快乐,0,快乐,0
3%。,2,3,0
6,2,6,0
保护,0,保护,0
养娃对父母的要求太高,0,养娃对父母的要求太高,1
哈哈哈哈三巨头,2,哈哈哈哈三巨头,0.5
关键是没钱,0,关键是没钱,0
还有谁想不开在结婚啊,0,还有谁想不开在结婚啊,0
难道不是吗,0,难道不是吗,0
对,2,对,0
只要吃苦，就有吃不完的苦,2,只要吃苦就有吃不完的苦,0
真的快乐,0,真的快乐,0
不结婚，起码前半生是快乐的，至于后半生。。有没有还是另一回事呢,0,不结婚起码前半生是快乐的至于后半生有没有还是另一回事呢,0
不生是一种善良,2,不生是一种善良,1
让那个人去生，他不是很大爱吗，把他绑起来天天让他生,0,让那个人去生他不是很大爱吗把他绑起来天天让他生,0.5
太快乐了！我妈都羡慕的那种,0,太快乐了我妈都羡慕的那种,0
保护,0,保护,0
儿孙自有儿孙福，没有儿孙我享福,2,儿孙自有儿孙福没有儿孙我享福,0.5
还有江西,2,还有江西,0
保护,0,保护,0
养不起就不生！,0,养不起就不生,0
真的快乐  很清醒,0,真的快乐  很清醒,0
你硬币有了,0,你硬币有了,0
至少现在快乐，不会有遗憾，等到老了发现啥都没试过，真的会哭,0,至少现在快乐不会有遗憾等到老了发现啥都没试过真的会哭,0
你不可能永远欺骗所有人,0,你不可能永远欺骗所有人,0
只要第一个孩子是男孩，很多人都不会愿意继续生,0,只要第一个孩子是男孩很多人都不会愿意继续生,1
很真实，不愿意当牛马,2,很真实不愿意当牛马,0.5
太多了,0,太多了,0
可不要太快乐，自己赚钱自己花，轻轻松松,0,可不要太快乐自己赚钱自己花轻轻松松,0
82单身，现在一个人，简单生活，平淡无奇。没有遗憾，不后悔。曾经的情绪波动只是年少无知而已,2,82单身现在一个人简单生活平淡无奇没有遗憾不后悔曾经的情绪波动只是年少无知而已,1
女儿多好啊，那堆男的居然喜欢儿子，是不是有毛病【本人男】,2,女儿多好啊那堆男的居然喜欢儿子是不是有毛病本人男,0.5
很快乐,0,很快乐,0
好好好,0,好好好,0
山东表示正确，我叔40多了要了唯一一个儿子,2,山东表示正确我叔40多了要了唯一一个儿子,1
保护,0,保护,0
保护,0,保护,0
别说，我是广州人，我多么希望我生一个女儿,2,别说我是广州人我多么希望我生一个女儿,0
相当清醒相当快乐,0,相当清醒相当快乐,0
太快乐了,0,太快乐了,0
确实,0,确实,0
太快乐了，无忧无虑，自由自在,0,太快乐了无忧无虑自由自在,0
已投币收藏了，说出了我的心声，谢谢,2,已投币收藏了说出了我的心声谢谢,0
太快乐了，十月初就辞掉工作回家过年了，现在整个就是一个随心所欲,0,太快乐了十月初就辞掉工作回家过年了现在整个就是一个随心所欲,0
好好好,0,好好好,0
有啊，每年近千万，比欧洲许多国家总人口还多,2,有啊每年近千万比欧洲许多国家总人口还多,0
保护,0,保护,0
累了就去休息，渴了就去喝水，困了就去睡觉，记住，你奋不顾身的样子，除了家人，没人会为你而感动,2,累了就去休息渴了就去喝水困了就去睡觉记住你奋不顾身的样子除了家人没人会为你而感动,0.5
因为彩礼娶不上媳妇的，命里就没媳妇认命吧,0,因为彩礼娶不上媳妇的命里就没媳妇认命吧,0
真的快乐,0,真的快乐,0
保护,0,保护,0
哈哈哈天才,2,哈哈哈天才,0
没错,2,没错,0
我高中老师真的喜欢女孩，但没办法两个都是男孩，再也不想生了,2,我高中老师真的喜欢女孩但没办法两个都是男孩再也不想生了,1
觉醒势不可挡 人类进化必须的一环 跟不上就要被淘汰,0,觉醒势不可挡 人类进化必须的一环 跟不上就要被淘汰,1
好耶！,2,好耶,0
是的,2,是的,0
就我这小区还有人弃女婴呢,0,就我这小区还有人弃女婴呢,0
好好好,0,好好好,0
你不生有的是人生,0,你不生有的是人生,0.5
你不生有的是人生,0,你不生有的是人生,0.5
想的美嘞,2,想的美嘞,0.5
余华,2,余华,0
对,2,对,0
对,2,对,0
钱,0,钱,0
哈哈哈,2,哈哈哈,0.5
哈哈哈哈哈哈,2,哈哈哈哈哈哈,1
好,2,好,0
对,2,对,0
